,id,description,mpn,total_stock,batch_average,time_average,last_batch,risk,rop_estimate,lead_time
322,7dv4evmzvmj1aapx5meh3jvn48,Trans IGBT Chip N-CH 600V 30A 250000mW Automotive 3-Pin(2+Tab) DPAK T/R,IKD15N60RATMA1,2,-100,0,73,Low - not enough data,-80,
323,aax7560a1chcnbsmb25x6vchm7,CWHUSKY 7A35 UNITS (TESTED GOOD),,1,-2.222222222,102.5,146,High - overdue for batch,-50,
324,5x2r058gy4hkhab5cct4xy53m8,"Connector Header, GH Series, 8 Position, 1.25mm, 30-26 AWG, 50V, Surface Mount, Right Angle, Solder, Locking Ramp",SM08B-GHS-TB(LF)(SN),0,-10,0,287,Low - not enough data,-294,
325,c03b9akvx4jgnb4ptqat8hg7ef,Heatsink 29X18MM Diagonal Plastic Push Pin | Wakefield 960-29-18-D-AB-0,960-29-18-D-AB-0,20,-2.625,33,64,Low,224,
326,8qzg097j8ghrwaehqrkgyqksbm,CHIPSHOVER (BLACK PCB),,5,-10,0,287,Low - not enough data,-294,
327,9pt0hyvaqyhheabt1ft3kfdd68,UFO TARGET EFR32MG21A TESTED(SOCKET),,5,-1.15,122,27,Low,481,
328,acdty1k64ck3eapkrk4zyh7qc3,BGA socket for OT chip 0.5mm 9x9 BGA pattern,718-SW08105-508-B1,4,-3.916666667,32.8,80,High,25.8,
329,9r8qra05xejgj9bqyzmecyyzj5,"Murata GRM 47¦ÌF ¡À20% X5Rµç½éÖÊ 6.3 V Ö±Á÷ SMD ¶à²ãÌÕ´ÉµçÈÝÆ÷, Íâ¿Ç³ß´ç0805",GRM21BR60J476ME15L,300,-64,0,133,Low - not enough data,-7,
330,66w32ayjxrgsq8886v11v16rap,1MM/CCW COIL,,42,-41.75,63.33333333,155,Medium,56.33333333,
331,7jm2eza8crksxa5g02s5bdb1cd,"18-8 Stainless Steel Hex Nut, 2-56 Thread Size",91841A003,135,-28.79365079,13.30555556,57,Medium,46.22222222,
332,c99xag7e3wkzw8qat6g49mencs,979 Series 9 Position Zinc Nickel Plating Top Entry D-Sub Backshell Kit,979-009-030R121,21,-12,5,315,High - overdue for batch,-2,
333,90x7pp5eb0kyraa3pvv8fjyhzd,"18-8 Stainless Steel Socket Head Screw, 2-56 Thread Size, 7/16"" Long",92196A082,244,-18.44444444,19.73333333,57,Low,249.5333333,
334,9xce3jzbjmhts8cdn683s7yn17,SONATA  QUICK REFERENCE GUIDE,,118,-29,0,29,Low - not enough data,-7,
335,695fetpy6aghx97k9ewwabpq86,TVS Diode Array WE-TVS 6-Ch+VDD 5V MSOP8,82401646,136,-16,0,43,Low - not enough data,-7,
336,a7m0551aptj3q8as5dvgdqphgz,Conn Shrouded Header (4 Sides) HDR 40 POS 1.27mm Solder ST Top Entry SMD Tube,SHF-120-01-L-D-SM,35,-15,0,58,Low - not enough data,-7,
337,6d3hv04n3rgm984g8qbxrmw8z9,UFO TARGET K82F TESTED,,41,-1,0,18,Low - not enough data,-7,
338,6k8gqssc00jnvaa0yk6zvsm88t,MCU 32-Bit SAM4L ARM Cortex M4 RISC 128KB Flash 1.8V/3.3V 48-Pin TQFP T/R - Tape and Reel,ATSAM4LC2AA-AUR,1,-39.5,104,198,High - overdue for batch,-101,
339,7tzmgwzqfjkmq9ek0mfpj93pb4,Interface Development Tools CANoodler CAN to 3.3V Interface,,46,-5.777777778,110,107,Low,763,
340,93fswg3z1yhed9d52acb4hda9h,PCB for CW308T-EFR32MG21-02,,0,-47,37.66666667,196,High - overdue for batch,-165,
341,7wkbv2ye96jez96z6tka0ste1e,HEATSINK 35MM x 35MM x 10MM R-TAB CP,ATS-CPX035035010-175-C2-R0,6,-18.66666667,224,57,Low,160,
342,6h9br2qkc6hqg9s6zp4ya1nkx2,Cap Ceramic 0.1uF 50V X7R 10% SMD 0603 125°C Cardboard T/R,CL10B104KB8NFNC,11587,-240.2236025,40.7020202,10,Low,1946.69697,
343,7w4syj01rwgg5bszcs26x4b8jq,"Bidir Volt Lvl Translator, -40To85Deg C Rohs Compliant: Yes",PI4ULS5V201TAEX,406,-37.33333333,3.5,8,High,28,
344,adjfw1y2cahgybtr98x0tmvpe2,Advanced Breakout  UNTESTED,,0,-149,0,155,Low - not enough data,-162,
345,6vjpx24kx2h0z9c4qj4bpyp6mw,1MM/CCW,,6,-8.644230769,21.34920635,35,High - overdue for batch,-20,
346,968xj30w6ahp8acy6vg9ez78qe,Hammond MAROON CASE (TEMPORARY) replacement,,58,-42,0,65,Low - not enough data,-7,
347,ae944y9ywtj6cbjd98tkser92n,"General Purpose Inductor, 2.2uH, 20%, 1 Element, Composite-Core, SMD, 4439",XAL1060-222MEC,0,-50,0,63,Low - not enough data,-70,
348,7zz5ratk5jher87cjg17ygbkrm,Contact SKT 16 Size Press Fit ST Thru-Hole Bulk,0273-0-15-15-16-27-10-0,450,-284.25,118.5,91,Low,111.5,
349,6q6mc09egcjg79q5p9t35x0m1n,"RF/COAXIAL ADAPTER, SMA PLUG-SMB PLUG; Connector Type:Inter Series Coaxial; Body",72976,15,-8.533333333,17.55555556,35,High,10.55555556,
350,741ywgqfagj3c8300sa3af50dh,"USB, USPlug Type",,4,-1,0,329,Low - not enough data,-7,
351,96fhtayzp2kycb5adgd1am5qpw,Test Point; Black; Thru-Hole; Snap-Fit; SilverPlate; 0.063in. Dia.; 0.445In.,5011,200,-25.86666667,24.11666667,8,Low,161.8166667,
352,ahpkxw6rg4j9tbsmbjcvb0fcax,"SMA Filter - Low-Pass, 20 MHz",,1,-13,0,29,Low - not enough data,-36,
353,82frktmrkmhgjasmcqthkxk0gr,Cable lug; Circular; M3 Stud; Crimp; 14-18 AWG; Non-Insulated; Copper,3240076,61,-22.26666667,60,35,Low,113,
354,cf7m9j5494kv7ay50wp81wa1bd,19V/3.4A POWER ADAPTER MODIFIED,,12,-11.95555556,13.2,129,High,6.2,
355,8353fne5h2kv8a3a6kze30vz3q,Res Thick Film 1.6 x 0.8 mm 68K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0768KL,3757,-81,52,198,Low,2385,
356,chn2pqndtjhhh9addq0rx0p8dy,19V/3.4A POWER ADAPTER,,130,-19.7047619,41.33333333,35,Low,241,
357,9ce3abwws0htsa7wbajmm9rgy3,Res Thick Film 1.6 x 0.8 mm 27 Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0727RL,3616,-144,0,184,Low - not enough data,-7,
358,751r92pjj4jkxaqf8vbdyk283j,Switch Tactile N.O. SPST Round Button J-Bend 0.05A 32VDC 1VA 3.9N SMD Automotive T/R,KSC741JLFS,138,-25.75,25.53333333,35,Low,120.6666667,
359,7dddaf7mzghkb8ad1akhxqvknr,Backshell Kit 90° E Shell Size Nickel Over Copper Zinc Alloy Die Cast,981-009-130R121,0,-19.5,5,315,High - overdue for batch,-317,
360,8c8akmedmcjedby3tare5n28w1,PhyWhisperer-USB Belly (Bottom) Label - needs date code update when reprint(!),,58,-42,0,65,Low - not enough data,-7,
361,bkxtn9dzz6hw7a66taenfkrtz7,Daughter Cards & OEM Boards Aurix TriCore TC233LP Target for CW308,,48,-2,0,169,Low - not enough data,-7,
362,9ch49tdxfwhxwb96gg90hv5qdb,INJECTION TIP LABEL 4MM/CCW (RED),,71,-25,0,155,Low - not enough data,-7,
363,85fjyfc3x2j9x8cenq8t4be8qe,Oscilloscope Probe CP-2100; Probe Type Passive 100MHz 1x; 10x 300; 600V,CP-2100,0,-60,0,359,Low - not enough data,-366,
364,crffhsbckajvc9dg4wndtjf8bt,LAN8720A Series 3.6 V Small Footprint RMII 10/100 Ethernet Transceiver - VQFN-24,LAN8720AI-CP-TR,296,-469,0,329,Low - not enough data,-336,
365,as7pg5dsyjj7b8h6b75fyzb36t,Sleeve cover of CWHUSKY kit,,199,-36.54017857,22.06666667,14,Low,103.3333333,
366,7h9h6eps4rgqy904wbg5y3chcc,"SMD Chip Resistor, 110 Ohm, ± 1%, 125 mW, 0805 [2012 Metric], Thick Film, Precision",ERJ-6ENF1100V,968,-32,0,43,Low - not enough data,-7,
367,bp9rgtg1d0jpfav11xcwpryxyy,"Artix 7A35 FPGA Target - 500 mOhm, No VCC",,0,-1,173,95,Medium,71,
368,9jgdc3wfcgjr1bk5nw3ss53nsh,ChipWhisperer-Lite Assembly (XMEGA),,64,-32,42,56,Medium,77,
369,at20fvdyrjh28985e9eh1fkfce,Side Channel & Glitching Starter Pack Level 2,,4,-3,0,7,Low - not enough data,-7,
370,880tnx77sjk05awbpse6j20mr7,Res Thick Film 1206 0.5 Ohm 1% 1/2W ±100ppm/°C Molded SMD SMD Paper T/R,CSR1206FKR500,86,-3.5,216,95,Low,5177,
371,7k4q7rvb1tgs5a85ww99dyvkvw,"Ic, Lm2903pwr, Dual Differential Comparators/Linear<Az",LM2903PWR,238,-54,9.333333333,106,Medium,30.33333333,
372,7kttn9edeyhxs8sy670gjgsmck,XC7A35T SLEEVE COVER,,19,-6.958333333,9.666666667,65,High,12.33333333,
373,ct8pvmb38pgkcb33k6vq7b5wac,SLEEVE COVER CW305 ARTIX FPGA XC7A100T,,121,-19.33333333,15.1,44,Medium,83.6,
374,bzcxybz2k8jncbggvdgsv9vvam,CWHUSKY TOP LABEL,,138,-102.6458333,35.71428571,41,High,28.71428571,
375,9jp63r7z0ek1yam46esg6fgjc7,"18-8 Stainless Steel Socket Head Screw, 4-40 Thread Size, 3/4"" Long",92196A113,118,-18.88888889,135,57,Low,803,
376,c2364h6kpmjba9db6b1zhvnx8s,MCU 32-bit SAM4S ARM Cortex M4 RISC 1024KB Flash 1.8V/2.5V/3.3V 64-Pin QFN EP,ATSAM4S16BA-MUR,1,-750,0,328,Low - not enough data,-335,
377,9kx8a81rkyg3gaa6y506wb2bbc,SHF - Samtec 1.27mm Shrouded Terminal / Header Strip,SHF-120-01-L-D-SM-K-TR,5,-4,0,282,Low - not enough data,-7,
378,axe8w2b5j0hcyaryzwqmbx7kgv,Post Shunt; 2; 3; 1000; Phosphor Bronze; Gold over Nickel; Open Top; Black,881545-2,225,-150,1,93,High - overdue for batch,-6,
379,94npzbvdwmg4q8n76sb0a90xt7,LED Uni-Color Super Red 645nm Automotive 2-Pin SMD T/R,LSA676-P2S1-1-Z,3713,-2,0,325,Low - not enough data,-7,
380,d25bmt092gg0m83ygmqdg6af8x,XMEGA LiteTarget (UNTESTED),,28,-26.23611111,61,66,Medium,54,
381,c75w20cs62hk29mv9shhed41ad,Conn USB 2.0 Type C RCP 24 POS 0.3mm/0.5mm Solder RA SMD 24 Terminal 1 Port T/R,USB4105-GF-A,678,-3,24,217,Low,5417,
382,9nz7wrcbsjgnn91ddnrhgea5ta,Chipshouter test equipment interface kit,,32,-15.02777778,31.6,35,Medium,56.2,
383,ayq1pvenhyj84a3rh8rn3v9ndr,CW340 KIT (INNER LABEL),,34,-9.666666667,112,57,Low,329,
384,9p9z1tdr66g628cd6xxkqywdtb,SPI boards,,18,-14,0,328,Low - not enough data,-7,
385,az4q6qcyvtkg38g01cf4c4yq7v,Res Thick Film 1.6 x 0.8 mm 30K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-0730KL,4500,-500,0,331,Low - not enough data,-7,
386,7wvd3x9c4gj4kab65b81vnv257,GTL2003 Series I2C 8-Bit Bidirectional Low Voltage Translator - TSSOP - 20,"GTL2003PW,118",4,-6,0,326,Low - not enough data,-333,
387,9b0jyr9r4whvf89shxdaxkzj85,AC Power Cords AC Power Cord - US - Three Wire - C5,AC30MNA,12,-11.875,63.88888889,35,Medium,56.88888889,
388,dbsqsanc8pjgvae9r0yywfmexe,#4-40 Thread Stainless Steel Hex Nut,Mar-48,19,-50,0,211,Low - not enough data,-218,
389,c9e9mtj8rrjyham9crq5zckn24,Digital Isolator CMOS 3-CH 150Mbps Automotive Medical 16-Pin SOIC W Tube,SI8631BB-B-IS,0,-1,0,183,Low - not enough data,-190,
390,9q8mw58mwygvw8bvfz8fn13s3k,CHIPSHOUTER LABEL TOP ENCLOSURE,,92,-17.33333333,68.22222222,35,Low,334.1111111,
391,7xbfhq1tc8gz0a9npya4mstz7n,"Multilayer Ceramic Capacitor, 2400 pF, 50 V, ± 5%, C0G (NP0), 0603 [1608 Metric]",GRM1885C1H242JA01D,950,-50,0,63,Low - not enough data,-7,
392,9b1m37t8cthmt8xdhkqha97vd2,Heat Sinks HEATSINK 23X23MM DIAGONAL PLASTIC PUSH PIN,960-23-23-D-AB-0,0,-6.422222222,14.25,168,High - overdue for batch,-160,
393,9t78pkcymagmtb1qs85vddev9p,20-Pin to CW312 Target board support,,0,-22.42878788,11.07647908,14,High - overdue for batch,-9,
394,b4rkhhknwjjys96bw7gzsa8mr8,PULL TAB LOOP 20POS SOCKET CONN,5088450-5,83,-7,0,287,Low - not enough data,-7,
395,84skx4mw14h5q950ecpv20n8rw,"Power inductor, shielded, 20% tol, SMT, RoHS",MLC1565-732MLB,0,-18,0,63,Low - not enough data,-70,
396,9cgv04nqwghmta2k7rbyfyb3jn,PCB UFO Target ESP32 PCB,,0,-32,0,105,Low - not enough data,-112,
397,9ventzqkt6kbtax169bhd40f3g,Inductor Power Shielded Wirewound 4.7uH 20% 100KHz Ferrite 3A 40.3mOhm DCR 2424 T/R,NR6028T4R7M,692,-4,0,328,Low - not enough data,-7,
398,9dqwbn0jwthnsb986ym3029t3x,Single-Bit Dual-Supply Bus Transceiver with Configurable Voltage Translation and 3-State Outputs 6-SOT-23 -40 to 85,SN74LVC1T45DBVT,28,-37.33333333,3.5,8,High - overdue for batch,-11,
399,a3q58d97faj0tbbk7yvp5h4ct1,"18-8 Stainless Steel Low-Profile Socket Head Screws with Hex Drive, M3 x 0.5 mm Thread, 20 mm Long",92855A319,140,-14,49,64,Low,483,
400,89wrtymtarg6ta239ws48hk15k,Board Mount EMI Enclosures RF Absorber CRS Tin SMD,BMI-S-202-C,110,-17.36481481,19.12037037,44,Low,107.7222222,
401,drx8c2nffmhhh935be2zx0mw6r,CBL 9COND 22AWG SHLD 5M MPPE,30-01518,0,-1,0,315,Low - not enough data,-322,
402,a6qct6x6v4kmpaadrbzdyk5eav,ChipWhisperer-Lite Assembly ARM Target (UNTESTED),,126,-62.55555556,25.16666667,99,Medium,43.33333333,
403,8g7mychjcyg2ybw6zhekamypd9,"UFO Target, MPC5748G UNTESTED",,6,-1,0,143,Low - not enough data,-7,
404,aarj4rpaktj3gb0s2znd12sj07,Electromechanical Relay 24VDC 2.504KOhm 1A SPST-NO (10.6x8.4x4.5)mm SMD Signal Relay,G6L-1F-DC24,220,-3,0,328,Low - not enough data,-7,
405,8meh0yz08cgbj98nfkkfefcncp,"Connector Housing, GH Series, 8 Position, 1.25mm, Free Hanging, Crimp, Latch Lock, Natural",GHR-08V-S,5,-20,0,287,Low - not enough data,-294,
406,ac3mbgdth2kmk9c3et59415am4,RC Series 0603 0.1 W 1 kOhms 1% ±100 ppm/°C SMT Thick Film Chip Resistor,RC0603FR-071KL,2362,-351.8,31,73,Low,179,
407,8q1heprc28h4tabaej79fh2gsv,N-Channel 850 V 50 A 105 mOhm SMT X-Class HiPerFET Power Mosfet - TO-268,IXFT50N85XHV,155,-2,0,328,Low - not enough data,-7,
408,9qjbc7rbngh46acy8fbkwmyp13,Driver Power Cable,,37,-16.5,113,212,Low,219,
409,8yg26h8274hjram9k2sb2vg6hk,"Metal Film Resistor 51 OHM, 250mW",CF14JT51R0,1720,-250,0,95,Low - not enough data,-7,
410,cyxhw1wfb4g4k8mn084njj4xrw,FERRITE THICKER (4MM/CCW & 4MM/CW),,1470,-200,0,345,Low - not enough data,-7,
411,ah2h11bg8mhj79wf5e29m1x00f,Green 3 mm 60° Tinted Diffused 12.6 mcd 2.1 V LED Through Hole,LTL-4231N,50,-8,0,328,Low - not enough data,-7,
412,d0w8966tbcgj080rv4h29058sk,"USB Type-A to Micro Type-B 2.0 Cable - 5-Pin, 28/28AWG, Black, 1.5ft",5137,145,-36.44444444,131.5,72,Low,387.5,
413,9yh4wypv4phas8fxjhmxhb89wm,"Power inductor, shielded, 20% tol, SMT, RoHS, halogen f",XAL7070-122MEC,30,-12,0,58,Low - not enough data,-7,
414,a00vqnzbjmg92amkypgta68qv8,Capacitor: ceramic; MLCC; 22uF; 10V; X5R; ±20%; SMD; 0805,LMK212BBJ226MG-T,424,-75,0,63,Low - not enough data,-7,
415,94mfbfk2k0h77928emdkg2n8t3,10V 47uF X5R 卤20% 1210 Multilayer Ceramic Capacitors MLCC - SMD/SMT ROHS,C3225X5R1A476M250AC,754,-236,0,62,Low - not enough data,-7,
416,ak8een6kvrjm996nbg3g2q5cgd,"Artix 7A35 FPGA Target - 250 mOhm, No VCC",,0,-1.833333333,257,95,Low,155,
417,8vm186t958gkxbzf357q3my11x,UFO Target board (TESTED),,0,-3.166666667,229,95,Low,127,
418,a6ztnm9smrkye8kfk0mdgyq4xb,"100 5"" Red Female Jumpers",920-0183-01,229,-23.05,18.2,6,Low,156.8,
419,d9x0hd66njjek9pms70en3jcpg,Res Thick Film 1.6 x 0.8 mm 1.5K Ohm 1% 0.1W(1/10W) 100ppm/ C Molded SMD Paper T/R,RC0603FR-071K5L,4794,-111.4444444,119,63,Low,5110,
420,az6cmfmc9pgjzagpfx6ecyxfat,"Mainstream ARM Cortex-M0 Access line MCU with 128 Kbytes Flash, 48 MHz CPU and CEC functions",STM32F071RBT6,0,-100,0,106,Low - not enough data,-113,
421,b1yga3r6dakmaak1anypvb5xtq,1-Bit Bus Transceiver Translation SOT23,SN74LVC1T45DBVR,5310,-60,0,16,Low - not enough data,-7,
422,a08zasw2cmhcn9y3qa0vbf0ffj,LABEL  for NPCB-CW308T-CW312T,,108,-45.5,73,231,Low,139,
423,b906v6yf4mk8593krq7x1pnxdr,"Post Shunt, Novo, 2 Position, 2.54mm, Red, Pin Header",2-881545-2,892,-280.2984071,7.133571429,6,High,14.40071429,
424,99csxq4694jqzatxebe370477m,20'' SMA male to male cable,,698,-72.40994949,4.647142857,6,Medium,34.82428571,
425,ab2scpve24gspb0v9n6vrrgcn7,ChipWhisperer-Lite Assembly Capture Board ONLY (UNTESTED),,196,-42.88,19.75,10,Medium,72,
426,a1kg9scqrwgj8a3tsjynzqpv5m,Development Boards & Kits - ARM SAM4L Target for UFO (TESTED),,53,-5.416666667,44.33333333,174,Low,392,
427,dg22jnvnsekn4bw90jpgpspss0,"Artix-7 FPGA, 170 User I/Os, 0 GTP, 256-Ball BGA, Speed Grade 1, Commercial Grade, FTG256, RoHS",XC7A100T-1FTG256C,150,-50,0,179,Low - not enough data,-7,
428,dp70f4npk4gmz9ah49d5ggjsjw,lowRISC sticker for SONATA,,11,-37,23,112,High - overdue for batch,-96,
429,a6wt1868y6hndb0hqvemvfz3hg,ADAPTOR BNC PLUG TO SMB MALE;,ADP-SMBM-BNCM,12,-9.25,14.97883598,35,High,7.978835979,
430,e6q3gd7v2ckme9d8cm0mhttxsa,"Battery Holders, Contacts and Clips JACK",575-4,4,-20,0,16,Low - not enough data,-23,
431,e8dc9kgnkcjrk97h0rmezww28x,PROBE SET with Power Supply KIT SLEEVE COVER,,9,-13.875,26.66666667,65,High - overdue for batch,-45,
432,ab8bg7pfackhx991bzkf447r34,Advanced Breakout Board,,0,-31.98333333,71.66666667,13,Medium,51,
433,e92s134pb8h1maz05hptexkc74,Super Speed USB Controller USB 1.2/USB 2.0 5V/9V/12V/15V/18V T/R 24-Pin QFN EP,STUSB4500QTR,380,-5,0,330,Low - not enough data,-7,
434,e9p3r1b1d2hwtak366m9c5ec16,Internal Mount Screw Nickel Plated No. 2 x 0.19 in.,1551ATS100,213,-108.9861111,79,91,Medium,72,
435,ecvfpq3k02kjv89vkap99t44f7,LCD for CW1200 Front Panel,,210,-12.5,117,211,Low,1865,
436,enrahhm5tyk2f8nx2x0v3s0aqy,iCE40 (small FPGA) target,,904,-96.1,17.48333333,24,Low,150.35,
437,ew45h9ph9yjsyacs409yya37a2,Plug-In Adapter Single-OUT 19V 3.42A 90W,ADP-65JH HBAN,40,-19.86111111,52.64444444,35,Low,98.28888889,
438,ab6s8r354cj7t987p653n84kcd,glue with low temperature,7518A56,12,-6.5,0,35,Low - not enough data,-7,
439,8brk0bbr3mhwd8r01khavd4xwv,Artix Target XC7A35,,6,-1.18,55.83333333,18,Low,272.1666667,
440,9k5329ktapgxdaddj0f0z54nhn,LDO Regulator Pos 0.8V to 5V 0.3A 5-Pin TSOT T/R,ADP123AUJZ-R7,36,-18.66666667,224,58,Low,217,
441,ac3jtd51p4k649kq9k0y60q2et,IC RF AMP CATV 1MHZ-1GHZ SOT89,PHA-13LN+,71,-20,0,58,Low - not enough data,-7,
442,bbatnewxgjh9q9vyhdnv2dmzss,"E-Stop Pushbutton, 1NC, illuminated LED red, Solder/plug-in, Black Ind. ring | EAO 84-5221.2B20",84-5221.2B20,0,-5,0,212,Low - not enough data,-219,
443,8fa3g6jnk0gr8b5vj11s9w2aj6,MCU 32-Bit STM32 ARM Cortex M4 RISC 64KB Flash 2.5V/3.3V 32-Pin LQFP Tray,STM32F303K8T6,8,-51,0,185,Low - not enough data,-192,
444,af8pqh2gj6hk08ze338j2ww62d,ChipSHOUTER-Simple EMFI Target PCA TESTED,,15,-10.74603175,24.08888889,35,High,17.08888889,
445,9k6a1806jrk68a0fk9xzxz4628,1MM/CW COIL,,34,-50,190,155,High,28,
446,dy2p7a8z4yhst8h0kp6659tefg,Thrml Mgmt Access Thermal Pad Black 13W/m.K 4X10e6Ohm.cm Automotive,EYG-T3535A20A,146,-27.27777778,120.1666667,35,Low,593.8333333,
447,bkrpgs3caekmn988d011ra11md,"SMA Straight Plug to BNC Plug, 24"" (610mm), RG316 Cable, BNC 50 Ohm Series",415-0028-024,28,-14.0702381,7.316083916,6,High,0.316083916,
448,bcb8wyanmjgjnbabj8tsvm77fr,"SMA to BNC Adapter....( aliexpress).CONN ADAPT SMA PLUG TO BNC JACK (SMA M to BNC F"".)",29-3855,270,-55.01090909,10.88833333,6,Medium,36.55333333,
449,afvvn836r8gmg8k3yvt3q615jn,"300-mA, capacitor-free, low-IQ, low-dropout voltage regulator with enable 5-SOT-23 -40 to 125",TLV733285PDBVT,475,-1,0,329,Low - not enough data,-7,
450,fhhyw5q466jqj9cw7f6pwr32rs,CW340 bd. Rev 04,,2,-2,0,328,Low - not enough data,-7,
451,fqx604jf60g5majjj3x7fhcm7j,Test Point; Yellow; Thru-Hole; Snap-Fit; SilverPlate; 0.063in. Dia.; 0.35In.,5009,61,-52.5,0,16,Low - not enough data,-7,
452,b0p3c1tgb0hvwbw2qn2sbvycg6,Res Thick Film 0603 2.4K Ohm 1% 0.1W(1/10W) ±100ppm/C Pad SMD Automotive T/R,CRCW06032K40FKEA,2482,-304,0,91,Low - not enough data,-7,
453,anm9j21pfwk8vb7sed46warfk7,"APT1608QBC/D Blue LED, 465 nm 1608 (0603) Clear, Rectangle Lens SMD package",APT1608QBC/D,2113,-10,0,287,Low - not enough data,-7,
454,e3g7d5qjbyhmk9dxre8efpywcz,"connector, rf coaxial, sma in-series adapter, straight plug to jack, 50 ohm",132171,15,-12.39285714,33.88888889,35,High,26.88888889,
455,fvart7evpejpdb09athfhqd6r9,INJECTION TIP LABEL 1MM/CW (BLACK),,67,-25,0,155,Low - not enough data,-7,
456,bythr5y672gv29zgtv5f3pxxcp,Hook-up Wire 400R0111-20-9 Price Per Foot,400R0111-20-9,12,-12,150,35,Low,143,
457,bxb0f26fq0g7saqah8cswsg7dd,SLEEVE COVER CW305 ARTIX FPGA SOCKET,,23,-3,0,97,Low - not enough data,-7,
458,e6v32mvq1ekx1b17fg13ytdrsj,RF Connector SMA Straight Solder Plug for .141 Semi-Rigid 50 Ohm,132102,101,-200,0,155,Low - not enough data,-162,
459,c18enz8vtyjay88nzc08avrdnf,UFO TARGET CSP-02,,15,-1,0,328,Low - not enough data,-7,
460,cbc173836mgk4ae7awbd8tz4b1,ESD Suppressor TVS Bi-Dir 28V Automotive 2-Pin SOD-882 T/R,SP3130-01ETG,8,-12,0,326,Low - not enough data,-333,
461,93re7m6zyjj9pab0z9ndtq48x7,LIGHT PIPE PNL MNT 6.4MM LONG,PLP2-250,24,-30.5,114,211,High - overdue for batch,-104,
462,e8gwthf5qpg5pb0qjeb8qxf0gp,"Monoprice Stealth Charge & Sync USB 2.0 Type-C to Type-C Cable, Up to 3A/60W, 3ft, Black",38792,10,-28.94111953,7.116300366,28,High - overdue for batch,-27,
463,fycfp1z8trj1jaea31eve0d549,C11014M(REVB) - Customized 1455C1202 (ChipSHOUTER Enclosure),C11014M,9,-17.85714286,78.55555556,49,High,22,
464,c5c4fga2ewj1nafe00nch5rgex,20 Position Total Dual Row 2.54 mm Pitch Straight Male Shrouded Box Header,SBH11-PBPC-D10-ST-BK,61,-35.02777778,34.88888889,95,High,27.88888889,
465,cdrp5fyqxtjj8aht6a8yzw9jj5,Insulated Ferrule 8C Smoke Gray Copper/Tin-Plated Contact Steel Insulation 1000 Bag,3-747579-2,14,-12.5,0,314,Low - not enough data,-7,
466,aqs7txzj8ek0y8bhx6e98k47n7,CP-2100-MODIFIED oscilloscope cable,,1291,-40.18055556,33.55555556,35,Low,1066.777778,
467,aw6v8mycs4k9e8ywceskptpsd9,"double sided 3.5 x 17"" Chipwhispere Lite 8-bit edition quick guide",,13,-21,0,56,Low - not enough data,-63,
468,ba231baf0egpwantm9c2vvhyx1,"Usb C 2.0 To Usb A, 6""   (BLACK)",DH-20M50054,78,-21,0,65,Low - not enough data,-7,
469,9ade6m2t2mhp48e4hhktkrn5x9,"Board Connector, 4 Contact(s), 1 Row(s), Female, Straight, Solder Terminal, Socket",801-87-004-10-001101,125,-2,0,326,Low - not enough data,-7,
470,awer91xv34h3297vma7k2nt57j,ChipWhisperer-Lite Assembly Capture Board ONLY ( (TESTED),,0,-23.9,25.775,10,High,8,
471,eee93yhxv0hvkbrzawzqd5maa4,"BROWN BOX 14X14X6""",,21,-11,0,323,Low - not enough data,-7,
472,axc414pxqyhcr93fr6k2mfj8cs,BLACK BOX (PROTEKTIVE PAK): PROTECTIVE PACK,37052,93,-17.73611111,10.5124183,35,Medium,45.5620915,
473,eh88dse20ah189edv6w7hwp36n,USB 2.0 Male To Type-C Adapter Female Converter Adapter,DL184823,451,-32.73863636,6.671033903,14,Medium,79.72344073,
474,bk8g8vxegjkbb9jxnfpk9hp0ff,Cable Assemblies; Smb Straight Plug to Smb Straight Plug; Rg 316; 36 Inches,145101-01-36.00,2,-9.435185185,15.3422619,35,High - overdue for batch,-26,
475,9gx029ravyg4gab8kpt23vqy3z,Fuse Blade Fast Acting 2A 32V Holder QuickConnect 10.9 X 3.8 X 8.8mm Polyamide 66 UL,0297002.WXNV,40,-4,56.5,212,Low,558,
476,aa3ba57c2ch1kb1q6p2cpdrng3,"Tubing, Heat Shrink, Adhesive Lined, Flame Retardant, Blk Polyolefin, 48"" L",Q5-3X-3/4-01-QB48IN-5,0,-3,0,315,Low - not enough data,-322,
477,aays0a58fghnh9ksv6mpmkz61r,Res Thick Film 1.0 x 0.5 mm 330 Ohm 1% 0.063W(1/16W) 100ppm/ C Molded SMD Paper T/R,RC0402FR-07330RL,7000,-915,0,331,Low - not enough data,-7,
478,bqdk20c2syh3xawmhhwkzjk4nn,"Surface Mount Thick Film Resistor, RC Series, 330 ohm, 100 mW, - 1%, 50 V, 0603 [1608 Metric]",RC0603FR-07330RL,2110,-139.15,12.13333333,8,Low,175,
479,ct92sd9b30g4c905f804wqn4fh,Knob for ChipShover-One,,12,-10,0,212,Low - not enough data,-7,
